dataset,application_id,row_index,decision_id,decision_name,threshold,original_probability_good,decision_probability_good,would_approve,changed_feature_count,top_changes,customer_recommendations
german,german_000010,10,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.16645494103431702,0.1797695904970169,False,3,"[{""feature"": ""credit_amount"", ""from"": 1295.0, ""to"": 1101.0, ""delta"": -194.0}, {""feature"": ""duration"", ""from"": 12.0, ""to"": 9.0, ""delta"": -3.0}, {""feature"": ""installment_rate"", ""from"": 3.0, ""to"": 2.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 1295.0 to about 1101.0."", ""Repayment duration could be shortened from 12.0 months to about 9.0 months."", ""Installment burden could be lowered from 3.0 to about 2.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000010,10,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.16645494103431702,0.2965554893016815,False,2,"[{""feature"": ""installment_rate"", ""from"": 3.0, ""to"": 2.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a101"", ""to"": ""a103""}]","[""Installment burden could be lowered from 3.0 to about 2.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable.""]"
german,german_000011,11,1,Reduce requested loan amount,0.38999999999999996,0.16732202470302582,0.17565488815307617,False,2,"[{""feature"": ""credit_amount"", ""from"": 4308.0, ""to"": 3231.0, ""delta"": -1077.0}, {""feature"": ""installment_rate"", ""from"": 3.0, ""to"": 2.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 4308.0 to about 3231.0."", ""Installment burden could be lowered from 3.0 to about 2.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000011,11,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.16732202470302582,0.1965259462594986,False,3,"[{""feature"": ""credit_amount"", ""from"": 4308.0, ""to"": 3662.0, ""delta"": -646.0}, {""feature"": ""duration"", ""from"": 48.0, ""to"": 36.0, ""delta"": -12.0}, {""feature"": ""installment_rate"", ""from"": 3.0, ""to"": 2.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 4308.0 to about 3662.0."", ""Repayment duration could be shortened from 48.0 months to about 36.0 months."", ""Installment burden could be lowered from 3.0 to about 2.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000011,11,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.16732202470302582,0.25734108686447144,False,2,"[{""feature"": ""installment_rate"", ""from"": 3.0, ""to"": 2.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a101"", ""to"": ""a103""}]","[""Installment burden could be lowered from 3.0 to about 2.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable.""]"
german,german_000013,13,1,Reduce requested loan amount,0.38999999999999996,0.37221646308898926,0.40078607201576233,True,2,"[{""feature"": ""credit_amount"", ""from"": 1199.0, ""to"": 899.0, ""delta"": -300.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 1199.0 to about 899.0."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000013,13,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.37221646308898926,0.4080123007297516,True,3,"[{""feature"": ""credit_amount"", ""from"": 1199.0, ""to"": 1019.0, ""delta"": -180.0}, {""feature"": ""duration"", ""from"": 24.0, ""to"": 18.0, ""delta"": -6.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 1199.0 to about 1019.0."", ""Repayment duration could be shortened from 24.0 months to about 18.0 months."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000013,13,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.37221646308898926,0.5730231404304504,True,2,"[{""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a101"", ""to"": ""a103""}]","[""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable.""]"
german,german_000014,14,1,Reduce requested loan amount,0.38999999999999996,0.15892629325389862,0.16798461973667145,False,2,"[{""feature"": ""credit_amount"", ""from"": 1403.0, ""to"": 1052.0, ""delta"": -351.0}, {""feature"": ""installment_rate"", ""from"": 2.0, ""to"": 1.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 1403.0 to about 1052.0."", ""Installment burden could be lowered from 2.0 to about 1.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000014,14,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.15892629325389862,0.1730259209871292,False,3,"[{""feature"": ""credit_amount"", ""from"": 1403.0, ""to"": 1193.0, ""delta"": -210.0}, {""feature"": ""duration"", ""from"": 15.0, ""to"": 11.0, ""delta"": -4.0}, {""feature"": ""installment_rate"", ""from"": 2.0, ""to"": 1.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 1403.0 to about 1193.0."", ""Repayment duration could be shortened from 15.0 months to about 11.0 months."", ""Installment burden could be lowered from 2.0 to about 1.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000014,14,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.15892629325389862,0.24496114253997803,False,2,"[{""feature"": ""installment_rate"", ""from"": 2.0, ""to"": 1.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a101"", ""to"": ""a103""}]","[""Installment burden could be lowered from 2.0 to about 1.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable.""]"
german,german_000017,17,1,Reduce requested loan amount,0.38999999999999996,0.2913445234298706,0.3593589663505554,False,2,"[{""feature"": ""credit_amount"", ""from"": 8072.0, ""to"": 6054.0, ""delta"": -2018.0}, {""feature"": ""installment_rate"", ""from"": 2.0, ""to"": 1.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 8072.0 to about 6054.0."", ""Installment burden could be lowered from 2.0 to about 1.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000017,17,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.2913445234298706,0.3690333068370819,False,3,"[{""feature"": ""credit_amount"", ""from"": 8072.0, ""to"": 6861.0, ""delta"": -1211.0}, {""feature"": ""duration"", ""from"": 30.0, ""to"": 22.0, ""delta"": -8.0}, {""feature"": ""installment_rate"", ""from"": 2.0, ""to"": 1.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 8072.0 to about 6861.0."", ""Repayment duration could be shortened from 30.0 months to about 22.0 months."", ""Installment burden could be lowered from 2.0 to about 1.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000017,17,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.2913445234298706,0.5851313471794128,True,3,"[{""feature"": ""installment_rate"", ""from"": 2.0, ""to"": 1.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a101"", ""to"": ""a103""}, {""feature"": ""other_installment_plans"", ""from"": ""a141"", ""to"": ""a143""}]","[""Installment burden could be lowered from 2.0 to about 1.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable."", ""Other installment plan status could change from other installment plan at bank to no other installment plan.""]"
german,german_000018,18,1,Reduce requested loan amount,0.38999999999999996,0.2971770763397217,0.3159828186035156,False,2,"[{""feature"": ""credit_amount"", ""from"": 12579.0, ""to"": 9434.0, ""delta"": -3145.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 12579.0 to about 9434.0."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000018,18,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.2971770763397217,0.326208233833313,False,3,"[{""feature"": ""credit_amount"", ""from"": 12579.0, ""to"": 10692.0, ""delta"": -1887.0}, {""feature"": ""duration"", ""from"": 24.0, ""to"": 18.0, ""delta"": -6.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 12579.0 to about 10692.0."", ""Repayment duration could be shortened from 24.0 months to about 18.0 months."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000018,18,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.2971770763397217,0.3799850344657898,False,2,"[{""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a101"", ""to"": ""a103""}]","[""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable.""]"
german,german_000029,29,1,Reduce requested loan amount,0.38999999999999996,0.19150955975055695,0.21854785084724426,False,2,"[{""feature"": ""credit_amount"", ""from"": 6836.0, ""to"": 5127.0, ""delta"": -1709.0}, {""feature"": ""installment_rate"", ""from"": 3.0, ""to"": 2.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 6836.0 to about 5127.0."", ""Installment burden could be lowered from 3.0 to about 2.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000029,29,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.19150955975055695,0.24387595057487488,False,3,"[{""feature"": ""credit_amount"", ""from"": 6836.0, ""to"": 5811.0, ""delta"": -1025.0}, {""feature"": ""duration"", ""from"": 60.0, ""to"": 45.0, ""delta"": -15.0}, {""feature"": ""installment_rate"", ""from"": 3.0, ""to"": 2.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 6836.0 to about 5811.0."", ""Repayment duration could be shortened from 60.0 months to about 45.0 months."", ""Installment burden could be lowered from 3.0 to about 2.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000029,29,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.19150955975055695,0.30020642280578613,False,2,"[{""feature"": ""installment_rate"", ""from"": 3.0, ""to"": 2.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a101"", ""to"": ""a103""}]","[""Installment burden could be lowered from 3.0 to about 2.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable.""]"
german,german_000031,31,1,Reduce requested loan amount,0.38999999999999996,0.31605637073516846,0.34233522415161133,False,2,"[{""feature"": ""credit_amount"", ""from"": 4020.0, ""to"": 3015.0, ""delta"": -1005.0}, {""feature"": ""installment_rate"", ""from"": 2.0, ""to"": 1.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 4020.0 to about 3015.0."", ""Installment burden could be lowered from 2.0 to about 1.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000031,31,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.31605637073516846,0.35249099135398865,False,3,"[{""feature"": ""credit_amount"", ""from"": 4020.0, ""to"": 3417.0, ""delta"": -603.0}, {""feature"": ""duration"", ""from"": 24.0, ""to"": 18.0, ""delta"": -6.0}, {""feature"": ""installment_rate"", ""from"": 2.0, ""to"": 1.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 4020.0 to about 3417.0."", ""Repayment duration could be shortened from 24.0 months to about 18.0 months."", ""Installment burden could be lowered from 2.0 to about 1.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000031,31,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.31605637073516846,0.567250669002533,True,3,"[{""feature"": ""installment_rate"", ""from"": 2.0, ""to"": 1.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a101"", ""to"": ""a103""}, {""feature"": ""other_installment_plans"", ""from"": ""a142"", ""to"": ""a143""}]","[""Installment burden could be lowered from 2.0 to about 1.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable."", ""Other installment plan status could change from other installment plan at store to no other installment plan.""]"
german,german_000034,34,1,Reduce requested loan amount,0.38999999999999996,0.3222697973251343,0.34467121958732605,False,2,"[{""feature"": ""credit_amount"", ""from"": 1474.0, ""to"": 1106.0, ""delta"": -368.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 1474.0 to about 1106.0."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000034,34,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.3222697973251343,0.35068967938423157,False,3,"[{""feature"": ""credit_amount"", ""from"": 1474.0, ""to"": 1253.0, ""delta"": -221.0}, {""feature"": ""duration"", ""from"": 12.0, ""to"": 9.0, ""delta"": -3.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 1474.0 to about 1253.0."", ""Repayment duration could be shortened from 12.0 months to about 9.0 months."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000034,34,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.3222697973251343,0.6185709834098816,True,3,"[{""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a101"", ""to"": ""a103""}, {""feature"": ""other_installment_plans"", ""from"": ""a141"", ""to"": ""a143""}]","[""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable."", ""Other installment plan status could change from other installment plan at bank to no other installment plan.""]"
german,german_000044,44,1,Reduce requested loan amount,0.38999999999999996,0.21002493798732758,0.23373804986476898,False,2,"[{""feature"": ""credit_amount"", ""from"": 6143.0, ""to"": 4607.0, ""delta"": -1536.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 6143.0 to about 4607.0."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000044,44,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.21002493798732758,0.25467026233673096,False,3,"[{""feature"": ""credit_amount"", ""from"": 6143.0, ""to"": 5222.0, ""delta"": -921.0}, {""feature"": ""duration"", ""from"": 48.0, ""to"": 36.0, ""delta"": -12.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 6143.0 to about 5222.0."", ""Repayment duration could be shortened from 48.0 months to about 36.0 months."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000044,44,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.21002493798732758,0.41609084606170654,True,3,"[{""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a101"", ""to"": ""a103""}, {""feature"": ""other_installment_plans"", ""from"": ""a142"", ""to"": ""a143""}]","[""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable."", ""Other installment plan status could change from other installment plan at store to no other installment plan.""]"
german,german_000050,50,1,Reduce requested loan amount,0.38999999999999996,0.336976557970047,0.3859286308288574,False,2,"[{""feature"": ""credit_amount"", ""from"": 2333.0, ""to"": 1750.0, ""delta"": -583.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 2333.0 to about 1750.0."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000050,50,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.336976557970047,0.40384358167648315,True,3,"[{""feature"": ""credit_amount"", ""from"": 2333.0, ""to"": 1983.0, ""delta"": -350.0}, {""feature"": ""duration"", ""from"": 24.0, ""to"": 18.0, ""delta"": -6.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 2333.0 to about 1983.0."", ""Repayment duration could be shortened from 24.0 months to about 18.0 months."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000050,50,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.336976557970047,0.7615369558334351,True,3,"[{""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a101"", ""to"": ""a103""}, {""feature"": ""other_installment_plans"", ""from"": ""a141"", ""to"": ""a143""}]","[""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable."", ""Other installment plan status could change from other installment plan at bank to no other installment plan.""]"
german,german_000054,54,1,Reduce requested loan amount,0.38999999999999996,0.11616075038909912,0.12314650416374207,False,2,"[{""feature"": ""credit_amount"", ""from"": 2225.0, ""to"": 1669.0, ""delta"": -556.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 2225.0 to about 1669.0."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000054,54,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.11616075038909912,0.13247767090797424,False,3,"[{""feature"": ""credit_amount"", ""from"": 2225.0, ""to"": 1891.0, ""delta"": -334.0}, {""feature"": ""duration"", ""from"": 36.0, ""to"": 27.0, ""delta"": -9.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 2225.0 to about 1891.0."", ""Repayment duration could be shortened from 36.0 months to about 27.0 months."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000054,54,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.11616075038909912,0.24605564773082733,False,3,"[{""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a101"", ""to"": ""a103""}, {""feature"": ""other_installment_plans"", ""from"": ""a141"", ""to"": ""a143""}]","[""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable."", ""Other installment plan status could change from other installment plan at bank to no other installment plan.""]"
german,german_000058,58,1,Reduce requested loan amount,0.38999999999999996,0.2294476479291916,0.25457337498664856,False,2,"[{""feature"": ""credit_amount"", ""from"": 1961.0, ""to"": 1471.0, ""delta"": -490.0}, {""feature"": ""installment_rate"", ""from"": 3.0, ""to"": 2.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 1961.0 to about 1471.0."", ""Installment burden could be lowered from 3.0 to about 2.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000058,58,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.2294476479291916,0.2615872323513031,False,3,"[{""feature"": ""credit_amount"", ""from"": 1961.0, ""to"": 1667.0, ""delta"": -294.0}, {""feature"": ""duration"", ""from"": 18.0, ""to"": 14.0, ""delta"": -4.0}, {""feature"": ""installment_rate"", ""from"": 3.0, ""to"": 2.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 1961.0 to about 1667.0."", ""Repayment duration could be shortened from 18.0 months to about 14.0 months."", ""Installment burden could be lowered from 3.0 to about 2.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000058,58,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.2294476479291916,0.34409743547439575,False,2,"[{""feature"": ""installment_rate"", ""from"": 3.0, ""to"": 2.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a101"", ""to"": ""a103""}]","[""Installment burden could be lowered from 3.0 to about 2.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable.""]"
german,german_000059,59,1,Reduce requested loan amount,0.38999999999999996,0.19512897729873657,0.2020031064748764,False,2,"[{""feature"": ""credit_amount"", ""from"": 6229.0, ""to"": 4672.0, ""delta"": -1557.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 6229.0 to about 4672.0."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000059,59,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.19512897729873657,0.21277818083763123,False,3,"[{""feature"": ""credit_amount"", ""from"": 6229.0, ""to"": 5295.0, ""delta"": -934.0}, {""feature"": ""duration"", ""from"": 36.0, ""to"": 27.0, ""delta"": -9.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 6229.0 to about 5295.0."", ""Repayment duration could be shortened from 36.0 months to about 27.0 months."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000059,59,3,Add guarantor support and clear other installment plans,0.38999999999999996,0.19512897729873657,0.3267032504081726,False,2,"[{""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}, {""feature"": ""other_debtors"", ""from"": ""a102"", ""to"": ""a103""}]","[""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment."", ""Adding support such as guarantor could make the application more acceptable.""]"
german,german_000062,62,1,Reduce requested loan amount,0.38999999999999996,0.24988555908203125,0.25349104404449463,False,2,"[{""feature"": ""credit_amount"", ""from"": 1953.0, ""to"": 1465.0, ""delta"": -488.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 1953.0 to about 1465.0."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
german,german_000062,62,2,Use a shorter and more affordable repayment plan,0.38999999999999996,0.24988555908203125,0.2769535481929779,False,3,"[{""feature"": ""credit_amount"", ""from"": 1953.0, ""to"": 1660.0, ""delta"": -293.0}, {""feature"": ""duration"", ""from"": 36.0, ""to"": 27.0, ""delta"": -9.0}, {""feature"": ""installment_rate"", ""from"": 4.0, ""to"": 3.0, ""delta"": -1.0}]","[""Requested loan amount could be reduced from 1953.0 to about 1660.0."", ""Repayment duration could be shortened from 36.0 months to about 27.0 months."", ""Installment burden could be lowered from 4.0 to about 3.0, for example with more income, a lower amount, or a down payment.""]"
